여행 ID,관광지,여행일수,여행 동반자 관계,여행 동반자 연령대,성별,나이,product_id,전반적 만족도 점수,카테고리
a_a000111,나트랑,3,연인,30대,여,20,TC89637596,5,투어/액티비티
a_a000111,나트랑,3,연인,30대,여,20,TC03944631,5,투어/액티비티
a_a000118,나트랑,3,친인척,30대,여,30,TC56459696,5,티켓&푸드
a_a000118,나트랑,3,친인척,30대,여,30,TC44455859,5,투어/액티비티
a_a000118,나트랑,3,친인척,30대,여,30,TC71721183,4,스파
a_a000131,나트랑,3,연인,20대,남,20,TC60471376,5,투어/액티비티
a_a000131,나트랑,3,연인,20대,남,20,TC56459696,5,티켓&푸드
a_a000131,나트랑,3,연인,20대,남,20,TC18669194,5,스파
a_a000136,나트랑,3,"자녀, 형제/자매","20대, 10대",여,20,TC24366239,4,투어/액티비티
a_a000136,나트랑,3,"자녀, 형제/자매","20대, 10대",여,20,TC60471376,4,투어/액티비티
a_a000136,나트랑,3,"자녀, 형제/자매","20대, 10대",여,20,TC19963281,4,투어/액티비티
a_a000139,나트랑,3,"연인, 동료, 동료, 동료","20대, 20대, 30대, 30대",여,20,TC18669194,4,스파
a_a000139,나트랑,3,"연인, 동료, 동료, 동료","20대, 20대, 30대, 30대",여,20,TC07648976,1,스파
a_a000139,나트랑,3,"연인, 동료, 동료, 동료","20대, 20대, 30대, 30대",여,20,TC85086188,4,투어/액티비티
a_a000140,나트랑,3,,,남,40,TC87057016,4,투어/액티비티
a_a000140,나트랑,3,,,남,40,TC26674198,4,투어/액티비티
a_a000140,나트랑,3,,,남,40,TC86861813,3,투어/액티비티
a_a000142,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC00934235,4,투어/액티비티
a_a000142,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC44659202,4,투어/액티비티
a_a000142,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC03944631,4,투어/액티비티
a_a000151,나트랑,3,"연인, 친구, 친구","20대, 20대, 20대",남,20,TC09127036,5,투어/액티비티
a_a000151,나트랑,3,"연인, 친구, 친구","20대, 20대, 20대",남,20,TC06082350,4,투어/액티비티
a_a000151,나트랑,3,"연인, 친구, 친구","20대, 20대, 20대",남,20,TC00934235,4,투어/액티비티
a_a000155,나트랑,2,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",여,30,TC18669194,5,스파
a_a000155,나트랑,2,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",여,30,TC33354601,5,티켓&푸드
a_a000163,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",남,20,TC60471376,5,투어/액티비티
a_a000163,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",남,20,TC87057016,4,투어/액티비티
a_a000163,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",남,20,TC22129517,4,투어/액티비티
a_a000165,나트랑,3,연인,20대,남,20,TC44455859,5,투어/액티비티
a_a000165,나트랑,3,연인,20대,남,20,TC85086188,5,투어/액티비티
a_a000165,나트랑,3,연인,20대,남,20,TC56459696,5,티켓&푸드
a_a000166,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",여,20,TC56459696,4,티켓&푸드
a_a000166,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",여,20,TC44455859,4,투어/액티비티
a_a000166,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",여,20,TC09127036,4,투어/액티비티
a_a000172,나트랑,3,,,남,30,TC85086188,4,투어/액티비티
a_a000172,나트랑,3,,,남,30,TC40500827,4,투어/액티비티
a_a000172,나트랑,3,,,남,30,TC99462579,4,티켓&푸드
a_a000177,나트랑,3,자녀,10대,여,30,TC24366239,5,투어/액티비티
a_a000177,나트랑,3,자녀,10대,여,30,TC60471376,5,투어/액티비티
a_a000177,나트랑,3,자녀,10대,여,30,TC19963281,5,투어/액티비티
a_a000179,나트랑,3,"친목 단체/모임(동호회, 종교단체 등), 친목 단체/모임(동호회, 종교단체 등)","50대, 40대",여,40,TC33354601,5,티켓&푸드
a_a000179,나트랑,3,"친목 단체/모임(동호회, 종교단체 등), 친목 단체/모임(동호회, 종교단체 등)","50대, 40대",여,40,TC18669194,5,스파
a_a000179,나트랑,3,"친목 단체/모임(동호회, 종교단체 등), 친목 단체/모임(동호회, 종교단체 등)","50대, 40대",여,40,TC40500827,5,투어/액티비티
a_a000181,나트랑,3,연인,20대,남,20,TC87057016,5,투어/액티비티
a_a000181,나트랑,3,연인,20대,남,20,TC26674198,5,투어/액티비티
a_a000181,나트랑,3,연인,20대,남,20,TC86861813,5,투어/액티비티
a_a000182,나트랑,3,친구,20대,남,20,TC44455859,5,투어/액티비티
a_a000182,나트랑,3,친구,20대,남,20,TC60471376,5,투어/액티비티
a_a000182,나트랑,3,친구,20대,남,20,TC87057016,5,투어/액티비티
a_a000186,나트랑,3,연인,20대,남,20,TC18669194,5,스파
a_a000186,나트랑,3,연인,20대,남,20,TC07648976,5,스파
a_a000186,나트랑,3,연인,20대,남,20,TC85086188,5,투어/액티비티
a_a000187,나트랑,3,,,여,30,TC89637596,4,투어/액티비티
a_a000187,나트랑,3,,,여,30,TC06082350,4,투어/액티비티
a_a000187,나트랑,3,,,여,30,TC19963281,4,투어/액티비티
a_a000196,나트랑,3,연인,20대,남,20,TC00934235,5,투어/액티비티
a_a000196,나트랑,3,연인,20대,남,20,TC89637596,5,투어/액티비티
a_a000196,나트랑,3,연인,20대,남,20,TC44659202,5,투어/액티비티
a_a000198,나트랑,3,자녀,30대,여,30,TC87057016,5,투어/액티비티
a_a000198,나트랑,3,자녀,30대,여,30,TC26674198,5,투어/액티비티
a_a000198,나트랑,3,자녀,30대,여,30,TC86861813,4,투어/액티비티
a_a000202,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC24366239,4,투어/액티비티
a_a000202,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC60471376,4,투어/액티비티
a_a000202,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC19963281,4,투어/액티비티
a_a000207,나트랑,2,"배우자, 자녀","50대, 20대",남,50,TC18669194,5,스파
a_a000207,나트랑,2,"배우자, 자녀","50대, 20대",남,50,TC71721183,5,스파
a_a000212,나트랑,3,,,남,20,TC24366239,5,투어/액티비티
a_a000212,나트랑,3,,,남,20,TC89637596,4,투어/액티비티
a_a000212,나트랑,3,,,남,20,TC03944631,4,투어/액티비티
a_a000219,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC09127036,5,투어/액티비티
a_a000219,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC06082350,5,투어/액티비티
a_a000219,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC56459696,5,티켓&푸드
a_a000222,나트랑,3,연인,30대,여,30,TC44455859,5,투어/액티비티
a_a000222,나트랑,3,연인,30대,여,30,TC60471376,5,투어/액티비티
a_a000222,나트랑,3,연인,30대,여,30,TC87057016,5,투어/액티비티
a_a000223,나트랑,3,연인,20대,여,20,TC06082350,5,투어/액티비티
a_a000223,나트랑,3,연인,20대,여,20,TC60471376,4,투어/액티비티
a_a000223,나트랑,3,연인,20대,여,20,TC22129517,3,투어/액티비티
a_a000266,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC56459696,4,티켓&푸드
a_a000266,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC87057016,4,투어/액티비티
a_a000266,나트랑,3,"배우자, 자녀","30대, ~9세이하",여,30,TC86861813,4,투어/액티비티
a_a000273,나트랑,3,"배우자, 친구, 친구","40대, 50대, 40대",남,50,TC56459696,4,티켓&푸드
a_a000273,나트랑,3,"배우자, 친구, 친구","40대, 50대, 40대",남,50,TC44455859,3,투어/액티비티
a_a000273,나트랑,3,"배우자, 친구, 친구","40대, 50대, 40대",남,50,TC53919975,3,스파
a_a000277,나트랑,3,연인,30대,여,20,TC07648976,5,스파
a_a000277,나트랑,3,연인,30대,여,20,TC33354601,5,티켓&푸드
a_a000277,나트랑,3,연인,30대,여,20,TC18669194,5,스파
a_a000287,나트랑,3,배우자,30대,여,30,TC87057016,5,투어/액티비티
a_a000287,나트랑,3,배우자,30대,여,30,TC86861813,5,투어/액티비티
a_a000287,나트랑,3,배우자,30대,여,30,TC22129517,5,투어/액티비티
a_a000288,나트랑,3,,,여,30,TC07648976,5,스파
a_a000288,나트랑,3,,,여,30,TC33354601,4,티켓&푸드
a_a000288,나트랑,3,,,여,30,TC18669194,4,스파
a_a000290,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",여,20,TC56459696,5,티켓&푸드
a_a000290,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",여,20,TC60471376,5,투어/액티비티
a_a000290,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",여,20,TC86861813,4,투어/액티비티
a_a000307,나트랑,3,"자녀, 연인, 기타, 기타","30대, 30대, 60대, 60대",남,30,TC87057016,5,투어/액티비티
a_a000307,나트랑,3,"자녀, 연인, 기타, 기타","30대, 30대, 60대, 60대",남,30,TC26674198,4,투어/액티비티
a_a000307,나트랑,3,"자녀, 연인, 기타, 기타","30대, 30대, 60대, 60대",남,30,TC86861813,4,투어/액티비티
a_a000309,나트랑,3,,,남,30,TC87057016,5,투어/액티비티
a_a000309,나트랑,3,,,남,30,TC06082350,5,투어/액티비티
a_a000309,나트랑,3,,,남,30,TC60471376,5,투어/액티비티
a_a000310,나트랑,3,"부모, 부모, 자녀, 형제/자매","50대, 40대, 20대, 20대",여,20,TC87057016,5,투어/액티비티
a_a000310,나트랑,3,"부모, 부모, 자녀, 형제/자매","50대, 40대, 20대, 20대",여,20,TC86861813,5,투어/액티비티
a_a000310,나트랑,3,"부모, 부모, 자녀, 형제/자매","50대, 40대, 20대, 20대",여,20,TC22129517,5,투어/액티비티
a_a000314,나트랑,3,,,남,50,TC60471376,5,투어/액티비티
a_a000314,나트랑,3,,,남,50,TC87057016,5,투어/액티비티
a_a000314,나트랑,3,,,남,50,TC22129517,5,투어/액티비티
a_a000315,나트랑,3,"배우자, 자녀, 자녀, 형제/자매","30대, ~9세이하, ~9세이하, ~9세이하",남,30,TC87057016,5,투어/액티비티
a_a000315,나트랑,3,"배우자, 자녀, 자녀, 형제/자매","30대, ~9세이하, ~9세이하, ~9세이하",남,30,TC26674198,5,투어/액티비티
a_a000315,나트랑,3,"배우자, 자녀, 자녀, 형제/자매","30대, ~9세이하, ~9세이하, ~9세이하",남,30,TC86861813,5,투어/액티비티
a_a000316,나트랑,3,배우자,50대,여,50,TC60471376,4,투어/액티비티
a_a000316,나트랑,3,배우자,50대,여,50,TC87057016,4,투어/액티비티
a_a000316,나트랑,3,배우자,50대,여,50,TC22129517,4,투어/액티비티
a_a000319,나트랑,3,"동료, 동료","40대, 40대",남,40,TC87057016,5,투어/액티비티
a_a000319,나트랑,3,"동료, 동료","40대, 40대",남,40,TC26674198,5,투어/액티비티
a_a000319,나트랑,3,"동료, 동료","40대, 40대",남,40,TC86861813,5,투어/액티비티
a_a000323,나트랑,3,"동료, 동료","30대, 30대",남,20,TC60471376,4,투어/액티비티
a_a000323,나트랑,3,"동료, 동료","30대, 30대",남,20,TC56459696,4,티켓&푸드
a_a000323,나트랑,3,"동료, 동료","30대, 30대",남,20,TC18669194,4,스파
a_a000327,나트랑,3,연인,20대,여,20,TC60471376,4,투어/액티비티
a_a000327,나트랑,3,연인,20대,여,20,TC87057016,4,투어/액티비티
a_a000327,나트랑,3,연인,20대,여,20,TC22129517,4,투어/액티비티
a_a000328,나트랑,3,"배우자, 자녀, 자녀, 자녀","40대, 10대, ~9세이하, ~9세이하",여,30,TC33354601,5,티켓&푸드
a_a000328,나트랑,3,"배우자, 자녀, 자녀, 자녀","40대, 10대, ~9세이하, ~9세이하",여,30,TC18669194,5,스파
a_a000328,나트랑,3,"배우자, 자녀, 자녀, 자녀","40대, 10대, ~9세이하, ~9세이하",여,30,TC40500827,5,투어/액티비티
a_a000330,나트랑,3,"배우자, 자녀","40대, 20대",여,50,TC60471376,5,투어/액티비티
a_a000330,나트랑,3,"배우자, 자녀","40대, 20대",여,50,TC87057016,5,투어/액티비티
a_a000330,나트랑,3,"배우자, 자녀","40대, 20대",여,50,TC22129517,4,투어/액티비티
a_a000333,나트랑,3,"배우자, 자녀, 자녀, 자녀","40대, 10대, 10대, ~9세이하",남,40,TC56459696,5,티켓&푸드
a_a000333,나트랑,3,"배우자, 자녀, 자녀, 자녀","40대, 10대, 10대, ~9세이하",남,40,TC06082350,5,투어/액티비티
a_a000333,나트랑,3,"배우자, 자녀, 자녀, 자녀","40대, 10대, 10대, ~9세이하",남,40,TC87057016,5,투어/액티비티
a_a000334,나트랑,3,"친구, 친구, 친구","30대, 30대, 30대",여,30,TC03944631,5,투어/액티비티
a_a000334,나트랑,3,"친구, 친구, 친구","30대, 30대, 30대",여,30,TC89637596,5,투어/액티비티
a_a000334,나트랑,3,"친구, 친구, 친구","30대, 30대, 30대",여,30,TC09127036,5,투어/액티비티
a_a000335,나트랑,3,"친구, 친구, 친구","50대, 50대, 50대",여,50,TC87057016,5,투어/액티비티
a_a000335,나트랑,3,"친구, 친구, 친구","50대, 50대, 50대",여,50,TC86861813,5,투어/액티비티
a_a000335,나트랑,3,"친구, 친구, 친구","50대, 50대, 50대",여,50,TC22129517,5,투어/액티비티
a_a000336,나트랑,3,친구,20대,남,20,TC87057016,5,투어/액티비티
a_a000336,나트랑,3,친구,20대,남,20,TC26674198,5,투어/액티비티
a_a000336,나트랑,3,친구,20대,남,20,TC86861813,5,투어/액티비티
a_a000339,나트랑,3,"배우자, 자녀, 자녀","30대, 10대, ~9세이하",남,40,TC87057016,5,투어/액티비티
a_a000339,나트랑,3,"배우자, 자녀, 자녀","30대, 10대, ~9세이하",남,40,TC26674198,5,투어/액티비티
a_a000339,나트랑,3,"배우자, 자녀, 자녀","30대, 10대, ~9세이하",남,40,TC86861813,5,투어/액티비티
a_a000341,나트랑,3,친구,30대,여,20,TC33354601,5,티켓&푸드
a_a000341,나트랑,3,친구,30대,여,20,TC18669194,5,스파
a_a000341,나트랑,3,친구,30대,여,20,TC40500827,5,투어/액티비티
a_a000342,나트랑,3,연인,30대,여,30,TC44455859,5,투어/액티비티
a_a000342,나트랑,3,연인,30대,여,30,TC60471376,5,투어/액티비티
a_a000342,나트랑,3,연인,30대,여,30,TC86861813,5,투어/액티비티
a_a000343,나트랑,3,"자녀, 배우자, 자녀","40대, 70세이상, ~9세이하",남,40,TC44455859,5,투어/액티비티
a_a000343,나트랑,3,"자녀, 배우자, 자녀","40대, 70세이상, ~9세이하",남,40,TC60471376,5,투어/액티비티
a_a000343,나트랑,3,"자녀, 배우자, 자녀","40대, 70세이상, ~9세이하",남,40,TC86861813,5,투어/액티비티
a_a000353,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,40,TC06082350,5,투어/액티비티
a_a000353,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,40,TC60471376,5,투어/액티비티
a_a000353,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,40,TC22129517,5,투어/액티비티
a_a000354,나트랑,3,"배우자, 친구, 친구","30대, 30대, 30대",남,30,TC87057016,5,투어/액티비티
a_a000354,나트랑,3,"배우자, 친구, 친구","30대, 30대, 30대",남,30,TC33354601,5,티켓&푸드
a_a000354,나트랑,3,"배우자, 친구, 친구","30대, 30대, 30대",남,30,TC60471376,5,투어/액티비티
a_a000357,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",여,30,TC33354601,5,티켓&푸드
a_a000357,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",여,30,TC18669194,5,스파
a_a000357,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",여,30,TC40500827,5,투어/액티비티
a_a000358,나트랑,3,"연인, 친구","20대, 20대",여,20,TC18669194,5,스파
a_a000358,나트랑,3,"연인, 친구","20대, 20대",여,20,TC33354601,5,티켓&푸드
a_a000358,나트랑,3,"연인, 친구","20대, 20대",여,20,TC26674198,5,투어/액티비티
a_a000360,나트랑,3,,,남,30,TC60471376,5,투어/액티비티
a_a000360,나트랑,3,,,남,30,TC87057016,5,투어/액티비티
a_a000360,나트랑,3,,,남,30,TC22129517,5,투어/액티비티
a_a000361,나트랑,3,"배우자, 자녀, 자녀, 자녀","50대, 20대, 20대, 20대",여,50,TC87057016,5,투어/액티비티
a_a000361,나트랑,3,"배우자, 자녀, 자녀, 자녀","50대, 20대, 20대, 20대",여,50,TC26674198,5,투어/액티비티
a_a000361,나트랑,3,"배우자, 자녀, 자녀, 자녀","50대, 20대, 20대, 20대",여,50,TC86861813,4,투어/액티비티
a_a000369,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,30,TC09127036,4,투어/액티비티
a_a000369,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,30,TC06082350,4,투어/액티비티
a_a000369,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,30,TC00934235,4,투어/액티비티
a_a000373,나트랑,3,"배우자, 자녀, 형제/자매","50대, 20대, 20대",여,20,TC56459696,5,티켓&푸드
a_a000373,나트랑,3,"배우자, 자녀, 형제/자매","50대, 20대, 20대",여,20,TC06082350,5,투어/액티비티
a_a000373,나트랑,3,"배우자, 자녀, 형제/자매","50대, 20대, 20대",여,20,TC87057016,5,투어/액티비티
a_a000376,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",남,20,TC00934235,5,투어/액티비티
a_a000376,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",남,20,TC44659202,4,투어/액티비티
a_a000376,나트랑,3,"친구, 친구, 친구","20대, 20대, 20대",남,20,TC03944631,4,투어/액티비티
a_a000383,나트랑,3,"친구, 친구","30대, 30대",남,30,TC56459696,4,티켓&푸드
a_a000383,나트랑,3,"친구, 친구","30대, 30대",남,30,TC44455859,4,투어/액티비티
a_a000383,나트랑,3,"친구, 친구","30대, 30대",남,30,TC09127036,4,투어/액티비티
a_a000385,나트랑,3,친구,20대,남,20,TC85086188,5,투어/액티비티
a_a000385,나트랑,3,친구,20대,남,20,TC40500827,5,투어/액티비티
a_a000385,나트랑,3,친구,20대,남,20,TC87057016,5,투어/액티비티
a_a000386,나트랑,3,"배우자, 자녀, 자녀","50대, 20대, 20대",남,50,TC00934235,5,투어/액티비티
a_a000386,나트랑,3,"배우자, 자녀, 자녀","50대, 20대, 20대",남,50,TC89637596,5,투어/액티비티
a_a000386,나트랑,3,"배우자, 자녀, 자녀","50대, 20대, 20대",남,50,TC44659202,5,투어/액티비티
a_a000389,나트랑,2,"배우자, 자녀","30대, ~9세이하",남,30,TC09127036,5,투어/액티비티
a_a000389,나트랑,2,"배우자, 자녀","30대, ~9세이하",남,30,TC06082350,5,투어/액티비티
a_a000391,나트랑,2,연인,20대,여,20,TC56459696,5,티켓&푸드
a_a000391,나트랑,2,연인,20대,여,20,TC44455859,5,투어/액티비티
a_a000393,나트랑,3,,,남,30,TC87057016,5,투어/액티비티
a_a000393,나트랑,3,,,남,30,TC26674198,5,투어/액티비티
a_a000393,나트랑,3,,,남,30,TC86861813,5,투어/액티비티
a_a000406,나트랑,3,배우자,40대,여,40,TC44455859,5,투어/액티비티
a_a000406,나트랑,3,배우자,40대,여,40,TC60471376,5,투어/액티비티
a_a000406,나트랑,3,배우자,40대,여,40,TC87057016,5,투어/액티비티
a_a000409,나트랑,3,"자녀, 친구, 친구, 기타","~9세이하, 30대, 30대, ~9세이하",여,30,TC56459696,5,티켓&푸드
a_a000409,나트랑,3,"자녀, 친구, 친구, 기타","~9세이하, 30대, 30대, ~9세이하",여,30,TC87057016,5,투어/액티비티
a_a000409,나트랑,3,"자녀, 친구, 친구, 기타","~9세이하, 30대, 30대, ~9세이하",여,30,TC86861813,4,투어/액티비티
a_a000412,나트랑,3,"배우자, 자녀, 형제/자매","50대, 30대, 20대",여,30,TC25673182,5,투어/액티비티
a_a000412,나트랑,3,"배우자, 자녀, 형제/자매","50대, 30대, 20대",여,30,TC60471376,5,투어/액티비티
a_a000412,나트랑,3,"배우자, 자녀, 형제/자매","50대, 30대, 20대",여,30,TC86861813,5,투어/액티비티
a_a000414,나트랑,2,"친구, 친구, 친구, 친구, 친구, 친구, 친구, 친구, 친구","20대, 20대, 20대, 20대, 20대, 20대, 20대, 20대, 20대",남,20,TC87057016,5,투어/액티비티
a_a000414,나트랑,2,"친구, 친구, 친구, 친구, 친구, 친구, 친구, 친구, 친구","20대, 20대, 20대, 20대, 20대, 20대, 20대, 20대, 20대",남,20,TC26674198,5,투어/액티비티
a_a000415,나트랑,3,배우자,30대,남,30,TC18669194,5,스파
a_a000415,나트랑,3,배우자,30대,남,30,TC07648976,5,스파
a_a000415,나트랑,3,배우자,30대,남,30,TC85086188,5,투어/액티비티
a_a000418,나트랑,3,"연인, 기타","20대, 20대",여,20,TC56459696,5,티켓&푸드
a_a000418,나트랑,3,"연인, 기타","20대, 20대",여,20,TC44455859,5,투어/액티비티
a_a000418,나트랑,3,"연인, 기타","20대, 20대",여,20,TC09127036,5,투어/액티비티
a_a000420,나트랑,3,친인척,20대,여,20,TC87057016,5,투어/액티비티
a_a000420,나트랑,3,친인척,20대,여,20,TC86861813,4,투어/액티비티
a_a000420,나트랑,3,친인척,20대,여,20,TC22129517,4,투어/액티비티
a_a000424,나트랑,3,,,남,50,TC60471376,4,투어/액티비티
a_a000424,나트랑,3,,,남,50,TC09127036,4,투어/액티비티
a_a000424,나트랑,3,,,남,50,TC03944631,3,투어/액티비티
a_a000425,나트랑,3,형제/자매,30대,여,20,TC87057016,5,투어/액티비티
a_a000425,나트랑,3,형제/자매,30대,여,20,TC06082350,5,투어/액티비티
a_a000425,나트랑,3,형제/자매,30대,여,20,TC60471376,5,투어/액티비티
a_a000428,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,30,TC18669194,5,스파
a_a000428,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,30,TC07648976,5,스파
a_a000428,나트랑,3,"배우자, 자녀, 자녀","30대, ~9세이하, ~9세이하",남,30,TC85086188,5,투어/액티비티
a_a000430,나트랑,2,"자녀, 친구, 친구, 친구","~9세이하, 40대, 40대, 40대",여,40,TC24366239,4,투어/액티비티
